,id,Company Name,Company Type,Company industry,Company size,Country,Working days,Overtime Policy,Company overview,Our key skills,Why you'll love working here,Location,Href,Company overview_new,Why you'll love working here_new,Our key skills_new
391,391,Skedulo Vietnam,IT Product,Software Products and Web Services,151-300 employees,Australia,Monday - Friday,No OT,"Skedulo Vietnam
Here at Skedulo we’re on a mission to support the 2.7 billion people in the world—and the companies that employ them—who do not work at a desk every day. Our global teams are collaborative, ambitious, innovative, and passionate about helping our customers realize their fullest potential by enabling their mobile workforces.

The Skedulo team is a tight-knit group of builders who are passionate about shaping our platform that is relied upon daily by thousands of users across the globe. We are looking for motivated, self-starters who share our values, challenge the status quo, and push the pace of innovation in order to accelerate growth. If you’re drawn to solving hard problems and want to help design software that will make a difference in people’s lives, Skedulo is for you. Visit our website to learn more about what Skedulo does and to learn more about our people and team.","ReactJS
NodeJS
Java
CSS
JavaScript
Salesforce","MacBook Pro provided
Learning & Development Sponsorship
Private Medical Benefits for employee + family
+3
Competitive Salary Package including 13th month bonus
New Hire Stock Options
Employee Referral Bonus Program 
3 volunteer days per year 
100% employer paid subscription to Modern Health (includes 6 coaching & 6 therapy session per year)
A generous budget to spend on setting up your home office or WFH station 
100% employer paid access to Udemy (Learning & Development) ","{'Ho Chi Minh': ['An Phú Plaza, 117-119 Ly Chinh Thang street, Vo Thi Sau ward, District 3, Ho Chi Minh']}","https://itviec.com/companies/skedulo-vietnam
","Skedulo Việt Nam
Tại Skedulo, chúng tôi đang thực hiện nhiệm vụ hỗ trợ 2,7 tỷ người trên thế giới và các công ty sử dụng họ, người không làm việc tại bàn làm việc mỗi ngày.Các nhóm toàn cầu của chúng tôi là hợp tác, đầy tham vọng, sáng tạo và đam mê giúp khách hàng của chúng tôi nhận ra tiềm năng tối đa của họ bằng cách cho phép lực lượng lao động di động của họ.

Nhóm Skedulo là một nhóm các nhà xây dựng chặt chẽ, những người đam mê định hình nền tảng của chúng tôi được dựa vào hàng ngày bởi hàng ngàn người dùng trên toàn cầu.Chúng tôi đang tìm kiếm những người có động lực, tự khởi nghiệp chia sẻ các giá trị của chúng tôi, thách thức hiện trạng và thúc đẩy tốc độ đổi mới để tăng tốc tăng trưởng.Nếu bạn bị lôi cuốn để giải quyết các vấn đề khó khăn và muốn giúp thiết kế phần mềm sẽ tạo ra sự khác biệt trong cuộc sống của mọi người, thì Skedulo là dành cho bạn.Ghé thăm trang web của chúng tôi để tìm hiểu thêm về những gì Skedulo làm và để tìm hiểu thêm về người và nhóm của chúng tôi.","MacBook Pro cung cấp
Tài trợ học tập & phát triển
Lợi ích y tế tư nhân cho nhân viên + gia đình
+3
Gói lương cạnh tranh bao gồm tiền thưởng tháng thứ 13
Tùy chọn cổ phiếu cho thuê mới
Chương trình tiền thưởng giới thiệu nhân viên
3 ngày tình nguyện mỗi năm
100% sử dụng lao động đã trả tiền đăng ký cho Sức khỏe hiện đại (bao gồm 6 buổi huấn luyện & 6 phiên trị liệu mỗi năm)
Ngân sách hào phóng để chi tiêu cho việc thành lập văn phòng tại nhà của bạn hoặc trạm WFH
Nhà tuyển dụng 100% được trả tiền truy cập vào UDEMY (Học tập & Phát triển)","Reactjs
Nodejs
Java
CSS
JavaScript
Salesforce"
392,392,Skindex AI,IT Product,Healthcare,1-50 employees,Vietnam,Monday - Friday,No OT,"Skindex AI
Skindex Technology Co Ltd, based in Hanoi, specializes in mobile apps that use AI technology to detect facial and cosmetics problems and create personalized daily skincare routines",Unknown,Unknown,"{'Ha Noi': ['Tầng 2 tòa nhà Westa 102 Trần Phú, Ha Dong, Ha Noi']}","https://itviec.com/companies/skindex-ai
","SKINDEX AI
Skindex Technology Co Ltd, có trụ sở tại Hà Nội, chuyên về các ứng dụng di động sử dụng công nghệ AI để phát hiện các vấn đề về khuôn mặt và mỹ phẩm và tạo ra các thói quen chăm sóc da hàng ngày được cá nhân hóa hàng ngày",Không xác định,Không xác định
393,393,Skulink Pty Ltd,IT Product,IT Services and IT Consulting,1-50 employees,Australia,Monday - Friday,No OT,"Skulink Pty Ltd
Skulink Pty Ltd",Unknown,Unknown,"{'Ho Chi Minh': ['., District 1, Ho Chi Minh']}","https://itviec.com/companies/skulink-pty-ltd
","Skulink Pty Ltd
Skulink Pty Ltd",Không xác định,Không xác định
394,394,SkyLab,IT Product,IT Services and IT Consulting,51-150 employees,Singapore,Monday - Friday,No OT,"SkyLab believes in the connectivity and network of things
About Us
SkyLab is a cloud service platform company revolutionizing the way data, content, applications and workloads are managed across hybrid environments from Data Center, Private Cloud, Public Cloud and On-premise Edge.

SkyLab’s innovative cloud service platform FusionFlow™ provides a unified application runtime environment and networking that empowers our clients and partners to launch innovative products and services.

FusionFlow has been deployed by major service providers globally to power state-of-the-art services such as GPUaaS, BMaaS, AIaaS, enabling cutting-edge applications, services and workloads across hybrid environments.

The SkyLab team comprises industry specialists and experts in data center infrastructure, IaaS, PaaS, content delivery networks, software development, wired and wireless communications and engineering domains.
You can visit our website and see our company in media at https://www.skylabteam.com/","Skills We Need
Linux
C++
Ruby on Rails
Database
Software Architect
Networking
Over the years, SkyLab has deployed large scale networks for the following segments.Location Based B2B M2M solution, PV Solar metering Smart offshore and onshore remote sensing, Mission Critical Video Surveillance systems, Government and Private Enterprise full Turn key Communications Infrastructure, Carrier Grade Transmission network solutions.","Hi-tech working environment
Young and dynamic colleagues
International experience
Competitive package
Professional working environment
Opportunities to challenge and develop your career
Social insurance, health insurance, unemployment insurance as labor law stipulated
Premium Healthcare
Opportunity to participate in stock option program.
Public holiday and Annual leave in accordance with the Vietnamese labour law","{'Ho Chi Minh': ['Dien Bien Phu, District 3, Ho Chi Minh']}","https://itviec.com/companies/skylab
","Skylab tin vào sự kết nối và mạng lưới của mọi thứ
Về chúng tôi
Skylab là một công ty nền tảng dịch vụ đám mây cách mạng hóa cách dữ liệu, nội dung, ứng dụng và khối lượng công việc được quản lý trên các môi trường lai từ trung tâm dữ liệu, đám mây riêng, đám mây công cộng và cạnh trên cơ sở.

Nền tảng dịch vụ đám mây sáng tạo Skylab, Fusionflow ™ cung cấp một môi trường và mạng thời gian chạy ứng dụng thống nhất để trao quyền cho khách hàng và đối tác của chúng tôi để khởi động các sản phẩm và dịch vụ sáng tạo.

Fusionflow đã được triển khai bởi các nhà cung cấp dịch vụ lớn trên toàn cầu để cung cấp năng lượng cho các dịch vụ tiên tiến như GPUAAS, BMAAS, AIAAS, cho phép các ứng dụng, dịch vụ và khối lượng công việc tiên tiến trên các môi trường lai.

Nhóm Skylab bao gồm các chuyên gia và chuyên gia trong ngành về cơ sở hạ tầng trung tâm dữ liệu, IaaS, PAA, mạng lưới phân phối nội dung, phát triển phần mềm, các lĩnh vực truyền thông và kỹ thuật không dây và không dây.
Bạn có thể truy cập trang web của chúng tôi và xem công ty của chúng tôi trên phương tiện truyền thông tại https://www.skylabteam.com/","Môi trường làm việc công nghệ cao
Đồng nghiệp trẻ và năng động
Kinh nghiệm quốc tế
Gói cạnh tranh
Môi trường làm việc chuyên nghiệp
Cơ hội để thách thức và phát triển sự nghiệp của bạn
Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp theo luật lao động quy định
Chăm sóc sức khỏe cao cấp
Cơ hội tham gia chương trình tùy chọn chứng khoán.
Kỳ nghỉ công cộng và nghỉ phép hàng năm theo luật lao động Việt Nam","Kỹ năng chúng ta cần
Linux
C ++
Ruby trên đường ray
Cơ sở dữ liệu
Kiến trúc sư phần mềm
Kết nối mạng
Trong những năm qua, Skylab đã triển khai các mạng lưới quy mô lớn cho các phân khúc sau đây. Giải pháp B2B M2M dựa trên, PV Solar Metering Smart Offshore và Onshore từ xa, Hệ thống giám sát video quan trọng, chính phủ và cơ sở hạ tầng truyền thông chính của chính phủ."
395,395,Skylink Innovation,IT Product,Software Products and Web Services,51-150 employees,Vietnam,Monday - Friday,No OT,"Skylink Innovation
At Skylink Innovation, we are reshaping the future of how businesses manage customer relationships with innovative CRM solutions. Join a team that thrives on creativity, collaboration, and a passion for delivering exceptional user experiences. As part of our design team, you’ll have the opportunity to make a real impact and grow your career in a fast-paced, dynamic environment.",Unknown,Unknown,"{'Ho Chi Minh': ['Văn phòng số 16 Tầng 8, Tòa nhà Cantavil, số 1 Song Hành, Xa lộ Hà Nội, Phường An Phú, Thu Duc City, Ho Chi Minh']}","https://itviec.com/companies/skylink-innovation
","Đổi mới Skylink
Tại Skylink Đổi mới, chúng tôi đang định hình lại tương lai của cách các doanh nghiệp quản lý mối quan hệ khách hàng với các giải pháp CRM sáng tạo.Tham gia một nhóm phát triển mạnh về sự sáng tạo, hợp tác và niềm đam mê mang lại trải nghiệm người dùng đặc biệt.Là một phần của nhóm thiết kế của chúng tôi, bạn sẽ có cơ hội tạo ra một tác động thực sự và phát triển sự nghiệp của bạn trong một môi trường năng động, có nhịp độ nhanh.",Không xác định,Không xác định
396,396,SmartOSC,IT Outsourcing,IT Services and IT Consulting,1000+ employees,Vietnam,Monday - Friday,Extra salary for OT,"Vietnam's premium e-commerce solutions provider
Established in 2006, SmartOSC is a premium, full-service e-commerce agency. We offer simple yet effective solutions, from consulting, website development, UX/UI design to managed services. With a variety of large customers in North America, Asia, ANZ and Europe, SmartOSC’s technical and business expertise is built around selected platforms including Adobe Commerce (Magento), Sitecore, BigCommerce, Shopify Plus, Kentico, Optimizely and Salesforce Commerce Cloud.
Over the years, SmartOSC has attracted both tech and non-tech specialists, increasing the number of employees to over 1,000 across Vietnam, Singapore, Japan, USA, Australia, UK, Thailand, Korea and Indonesia. With a “people-centric” strategy, we always strive to enable employees to grow sustainably and pursue their passion with a transparent career path.","PHP
Java
.NET
Magento
ASP.NET
J2EE
Good experience with popular PHP frameworks
Solid knowledge of JavaScript and can apply OOP practice with JavaScript
Experienced with Magento/Wordpress/Drupal/Joomla and other CMS and e-commerce system
Experienced with Linux or Windows server, deployment, and configuration","Attractive salary package
Onsite opportunity in Europe, Australia, US, Japan
Firm’s Certified Qualifications Sponsorship
+3
 At SmartOSC, we offer the bests to your values:
Online interview accepted
Attractive salary package 
Onsite opportunity in Europe, Australia, US
Firm’s Certified Qualifications Sponsorship for career development
Salary review twice a year
Premium health care up to $3,000/year
Working at Magneto’s #1 partner in Vietnam","{'Ha Noi': ['Handico Tower, Pham Hung, Nam Tu Liem, Ha Noi'], 'Ho Chi Minh': ['Tuoi Tre building, 60A Hoang Van Thu, Phu Nhuan, Ho Chi Minh'], 'Da Nang': ['31 Trần Phú, Hai Chau, Da Nang', '65 Hải Phòng, Hai Chau, Da Nang'], 'Others': ['Tokyo, Japan']}","https://itviec.com/companies/smartosc
","Nhà cung cấp giải pháp thương mại điện tử cao cấp của Việt Nam
Được thành lập vào năm 2006, Smartosc là một cơ quan thương mại điện tử cao cấp, dịch vụ đầy đủ.Chúng tôi cung cấp các giải pháp đơn giản nhưng hiệu quả, từ tư vấn, phát triển trang web, thiết kế UX/UI đến các dịch vụ được quản lý.Với nhiều khách hàng lớn ở Bắc Mỹ, Châu Á, ANZ và Châu Âu, chuyên môn kỹ thuật và kinh doanh của Smartosc, được xây dựng xung quanh các nền tảng được chọn bao gồm Adobe Commerce (Magento), Sitecore, BigC Commerce, Shopify Plus, Kentico, Optimizely và Salesforce Commerce Cloud.
Trong những năm qua, Smartosc đã thu hút cả các chuyên gia công nghệ và phi công nghệ, tăng số lượng nhân viên lên hơn 1.000 trên khắp Việt Nam, Singapore, Nhật Bản, Mỹ, Úc, Anh, Thái Lan, Hàn Quốc và Indonesia.Với chiến lược của người dân tập trung vào người dân, chúng tôi luôn cố gắng cho phép nhân viên phát triển bền vững và theo đuổi niềm đam mê của họ với con đường sự nghiệp minh bạch.","Gói lương hấp dẫn
Cơ hội tại chỗ ở Châu Âu, Úc, Hoa Kỳ, Nhật Bản
Công ty tài trợ bằng cấp được chứng nhận
+3
Tại Smartosc, chúng tôi cung cấp những giá trị tốt nhất cho các giá trị của bạn:
Phỏng vấn trực tuyến được chấp nhận
Gói lương hấp dẫn
Cơ hội tại chỗ ở Châu Âu, Úc, Hoa Kỳ
Công ty tài trợ bằng cấp được chứng nhận cho phát triển nghề nghiệp
Đánh giá lương hai lần một năm
Chăm sóc sức khỏe cao cấp lên tới $ 3.000/năm
Làm việc tại đối tác #1 của Magneto ở Việt Nam","PHP
Java
.MẠNG LƯỚI
Magento
Asp.net
J2EE
Kinh nghiệm tốt với các khung Php phổ biến
Kiến thức vững chắc về JavaScript và có thể áp dụng thực hành OOP với JavaScript
Có kinh nghiệm với Magento/WordPress/Drupal/Joomla và các CMS và hệ thống thương mại điện tử khác
Có kinh nghiệm với Linux hoặc Windows Server, triển khai và cấu hình"
397,397,SMG Swiss Marketplace Group,IT Product,Software Products and Web Services,51-150 employees,Switzerland,Monday - Friday,No OT,"2024, 2025 Vietnam Best IT Companies ! Engineering leading marketplace platforms in Switzerland.
 Welcome to SMG Swiss Marketplace Group Vietnam!!!
 We are an Innovation Centre in Vietnam of SMG Swiss Marketplace Group, a pioneering network of online marketplaces and a leading European digital company that simplifies people’s lives with forward-looking products.
 Our exciting portfolio currently spans four business areas and includes:
Real Estate (ImmoScout24, Homegate, Flatfox.ch, Immostreet.ch, home.ch, Acheter-Louer.ch)
Automotive (AutoScout24, MotoScout24)
General Marketplaces (anibis.ch, tutti.ch, Ricardo)
Finance and Insurance (FinancesSout24, moneyland.ch)
 OUR PURPOSE:
We simplify lives by connecting and empowering millions of people to make efficient and informed decisions. We aim to be the international reference for digital marketplaces and an exciting place to work, always seeking excellence while driving sustainable choices.
 OUR VALUES:
Better Together • Aim High • Act Responsibly
 OUR ACHIEVEMENTS: 
2023 Best Workplaces in Asia™ by Great Place To Work®
2023 Vietnam Best Workplaces™ by Great Place To Work®
2024 Vietnam Best IT Companies by Itviec 
2025 Vietnam Best IT Companies by Itviec ","MODERN TECH STACK & TOOLS
AWS
JavaScript
Java
Flutter
Android
iOS
Domain Driven Design, Micro-services, Serverless, Clean Architecture
AWS, Lambda, SNS, NodeJS, TypeScript  
Java, Springboot
GoLang
ReactJS, VueJS, Micro-Frontend
Kotlin, Swift, Flutter/Dart, Android, iOS 
Datadog, Sentry, Cloudfare
Backstage, Figma, Jira, Github ","A leading Swiss product company
A winner of Vietnam Best IT Companies 2024, 2025
Hybrid working model, flexible time arrangement
+3
Attractive salary you’ll love!!!
Full salary in probation
13th-month bonus, Annual bonus from Profit Growth Sharing Plan
21+ annual paid days off
24 paid days equivalent per year for learning & knowledge sharing activities
Full contribution to social insurance
Premium private insurances coverage for you and your family members
plan and yearly budget for educational courses, and conferences, aiming to grow both your","{'Ho Chi Minh': ['Viettel Tower, 285 CMT8, District 10, Ho Chi Minh']}","https://itviec.com/companies/smg-swiss-marketplace-group
","2024, 2025 Công ty CNTT tốt nhất Việt Nam!Kỹ thuật các nền tảng thị trường hàng đầu ở Thụy Sĩ.
Chào mừng bạn đến với SMG Swiss Marketplace Group Việt Nam !!!
Chúng tôi là một trung tâm đổi mới ở Việt Nam của SMG Swiss Marketplace Group, một mạng lưới tiên phong của các thị trường trực tuyến và một công ty kỹ thuật số hàng đầu châu Âu đơn giản hóa mọi người sống với các sản phẩm hướng tới.
Danh mục đầu tư thú vị của chúng tôi hiện đang kéo dài bốn lĩnh vực kinh doanh và bao gồm:
Bất động sản (Immoscout24, Homegate, Flatfox.ch, Immostreet.ch, home.ch, acheter-louer.ch)
Ô tô (AutoScout24, Motoscout24)
Thị trường chung (Anibis.ch, Tutti.ch, Ricardo)
Tài chính và bảo hiểm (Financessout24, Moneyland.ch)
Mục đích của chúng tôi:
Chúng tôi đơn giản hóa cuộc sống bằng cách kết nối và trao quyền cho hàng triệu người để đưa ra quyết định hiệu quả và sáng suốt.Chúng tôi mong muốn trở thành tài liệu tham khảo quốc tế cho các thị trường kỹ thuật số và là một nơi thú vị để làm việc, luôn tìm kiếm sự xuất sắc trong khi thúc đẩy các lựa chọn bền vững.
Giá trị của chúng tôi:
Better Together • AIM CAO • Hành động có trách nhiệm
Thành tích của chúng tôi:
2023 Nơi làm việc tốt nhất ở Asia ™ bởi WHILE To Work®
2023 Việt Nam Trang web tốt nhất ™ bởi WHILE To Work®
2024 Công ty CNTT tốt nhất Việt Nam của ITVIEC
2025 Công ty CNTT tốt nhất Việt Nam của ITVIEC","Một công ty sản phẩm hàng đầu của Thụy Sĩ
Một người chiến thắng của Việt Nam Best CNTT 2024, 2025
Mô hình làm việc lai, sắp xếp thời gian linh hoạt
+3
Mức lương hấp dẫn mà bạn sẽ yêu !!!
Lương đầy đủ trong quản chế
Phần thưởng tháng 13, tiền thưởng hàng năm từ Kế hoạch chia sẻ tăng trưởng lợi nhuận
Hơn 21 ngày được trả lương hàng năm
24 ngày được trả lương tương đương mỗi năm cho các hoạt động chia sẻ kiến ​​thức và học tập
Đóng góp đầy đủ cho bảo hiểm xã hội
Bảo hiểm bảo hiểm tư nhân cao cấp cho bạn và các thành viên gia đình của bạn
kế hoạch và ngân sách hàng năm cho các khóa học giáo dục và hội nghị, nhằm mục đích phát triển cả","Công cụ và công cụ công nghệ hiện đại
AWS
JavaScript
Java
Rung động
Android
iOS
Thiết kế điều khiển miền, dịch vụ vi mô, không có máy chủ, kiến ​​trúc sạch sẽ
AWS, Lambda, SNS, NodeJS, TypeScript
Java, Springboot
Golang
Reactjs, Vuejs, vi mô trước
Kotlin, Swift, Flutter/Dart, Android, iOS
Datadog, Sentry, Cloudfare
Backstage, Figma, Jira, GitHub"
398,398,Softly LLC,IT Product,Software Products and Web Services,1-50 employees,Vietnam,Monday - Friday,No OT,"Softly
With cutting-edge technology and seamless integration, we provide scalable solutions that ensure your systems run smoothly and efficiently.","We provide scalable solutions to hi tech challenges.
Golang
Rust
PostgreSql
VueJS
NodeJS
Linux
With cutting-edge technology and seamless integration, we provide scalable solutions that ensure your systems run smoothly and efficiently.","Rapid growth and opportunity for advancement
Opportunity to tackle unique challenges
Flexible remote work in native Vietnamese language
Softly is a rapidly growing platform of experts solving unique hi-tech problems.   Excellent opportunity for career advancement and professional growth, while providing a balanced work environment with flexible hours, remote work and Vietnamese language.","{'Others': ['Suite 422, Kingstown, Saint Vincent and the Grenadines.'], 'Ha Noi': ['Remote, Ba Dinh, Ha Noi'], 'Ho Chi Minh': ['Remote HCM, Thu Duc City, Ho Chi Minh']}","https://itviec.com/companies/softly-llc
","Nhẹ nhàng
Với công nghệ tiên tiến và tích hợp liền mạch, chúng tôi cung cấp các giải pháp có thể mở rộng để đảm bảo hệ thống của bạn chạy trơn tru và hiệu quả.","Tăng trưởng nhanh chóng và cơ hội để tiến bộ
Cơ hội để giải quyết những thách thức độc đáo
Công việc từ xa linh hoạt trong ngôn ngữ Việt Nam bản địa
Nhẹ nhàng là một nền tảng phát triển nhanh chóng của các chuyên gia giải quyết các vấn đề công nghệ cao độc đáo.Cơ hội tuyệt vời cho sự tiến bộ nghề nghiệp và tăng trưởng chuyên nghiệp, đồng thời cung cấp một môi trường làm việc cân bằng với giờ linh hoạt, công việc từ xa và ngôn ngữ Việt Nam.","Chúng tôi cung cấp các giải pháp có thể mở rộng cho các thách thức công nghệ HI.
Golang
Rỉ sét
Postgresql
Vuejs
Nodejs
Linux
Với công nghệ tiên tiến và tích hợp liền mạch, chúng tôi cung cấp các giải pháp có thể mở rộng để đảm bảo hệ thống của bạn chạy trơn tru và hiệu quả."
399,399,SoftNET Network Co Ltd.,IT Product,Unknown,1-50 employees,Slovenia,Monday - Friday,No OT,"European telecommunication network company provide best solutions in connectivity
SoftNET is a privately held regional provider of telecommunication services established in 1996 in Slovenia. Following its expansion, SoftNET has built the most advanced IP network and opened offices in all over Euroupe and Asia likes: Vietnam, Philippines, Singapore, Hong Kong and China where it has top-level teams of specialists.
SoftNET's main goal today is helping a growing number of our clients migrate from traditional telephony services to IP-based solutions that reduce costs and increase productivity. In Vietnam, SoftNet stays focus on Connectivity (Internet access, IP-VPN and MPLS services, Ethernet Private Line…) and Communication (IP-PBX, SIP trunk, IP centrex…).
We are eager to grow bigger and stronger with the helps of our talented peoples maybe including you.","Technology We Use
System Engineer
English
Networking
IT Support
QA QC
CCNA/JUPINER equal CCNA is required. Others CCNP, MCITP, MCSA, HP Unix, Oracle, Solaris Unix, Window Server….is plus","International work environment
Comfortable work place
Extensive coaching and training
Professional working environment but casual ambiance
Work with International teams
13th salary based of work performance
Attractive salaries and great benefits
Extra Healthcare Insurance including annual medical check-up
Full labor insurance (social, health, unemployed)
Training courses: English, soft skills...
Unlimited coffee & tea breaks
Free dress code","{'Ho Chi Minh': ['Level 2, 93 Nguyen Du, Ben Nghe Ward, District 1, Ho Chi Minh'], 'Ha Noi': ['Room 5A03, Level 5, SD Building, No. 7 Alley 6, Vu Duc Thuan Street, Viet Hung Ward, Long Bien, Ha Noi']}","https://itviec.com/companies/softnet-network-co-ltd
","Công ty mạng viễn thông châu Âu cung cấp các giải pháp tốt nhất trong kết nối
SoftNet là nhà cung cấp dịch vụ viễn thông khu vực được tổ chức tư nhân được thành lập vào năm 1996 tại Slovenia.Sau khi mở rộng, SoftNet đã xây dựng Mạng IP tiên tiến nhất và mở văn phòng tại khắp nơi trên Europe và Châu Á thích: Việt Nam, Philippines, Singapore, Hồng Kông và Trung Quốc, nơi có các nhóm chuyên gia cấp cao nhất.
Mục tiêu chính của SoftNet ngày hôm nay là giúp ngày càng nhiều khách hàng di chuyển từ các dịch vụ điện thoại truyền thống sang các giải pháp dựa trên IP giúp giảm chi phí và tăng năng suất.Tại Việt Nam, SoftNet vẫn tập trung vào kết nối (truy cập Internet, dịch vụ IP-VPN và MPLS, dòng riêng Ethernet) và giao tiếp (IP-PBX, SIP Trunk, IP Centrex,).
Chúng tôi mong muốn phát triển lớn hơn và mạnh mẽ hơn với sự giúp đỡ của các dân tộc tài năng của chúng tôi có thể bao gồm cả bạn.","Môi trường làm việc quốc tế
Nơi làm việc thoải mái
Huấn luyện và đào tạo rộng rãi
Môi trường làm việc chuyên nghiệp nhưng không khí bình thường
Làm việc với các đội quốc tế
Tiền lương thứ 13 dựa trên hiệu suất công việc
Tiền lương hấp dẫn và lợi ích tuyệt vời
Bảo hiểm chăm sóc sức khỏe thêm bao gồm kiểm tra y tế hàng năm
Bảo hiểm lao động đầy đủ (xã hội, y tế, thất nghiệp)
Các khóa đào tạo: Tiếng Anh, Kỹ năng mềm ...
Cà phê & Trà không giới hạn
Mã trang phục miễn phí","Công nghệ chúng tôi sử dụng
Kỹ sư hệ thống
Tiếng Anh
Kết nối mạng
Nó hỗ trợ
QA QC
CCNA/Jupiner bằng CCNA bằng nhau là bắt buộc.Những người khác CCNP, MCITP, MCSA, HP Unix, Oracle, Solaris Unix, Window Server."
400,400,SoftRoad Việt Nam,IT Product,IT Services and IT Consulting,1-50 employees,Japan,Monday - Friday,Extra salary for OT,"SoftRoad Việt Nam
Công ty TNHH Soft Road Việt Nam là công ty chi nhánh 100% vốn của Công ty TNHH SoftRoad, có trụ sở chính tại Tokyo, Nhật Bản.
Công ty TNHH SoftRoad có trụ sở chính được thành lập vào năm 2001. Đây là công ty nâng cấp hệ thống AI chuyên nghiệp lớn nhất tại Nhật Bản. Công nghệ SystemReform, với tốc độ tăng trưởng trung bình hàng năm là 30%.
Khách hàng chiếm hơn 30% trong số 200 công ty hàng đầu của Nhật Bản. Công nghệ hàng đầu thế giới.
Công ty đã vượt qua chỉ số niêm yết trên Topix (tương đương với cổ phiếu China A), và đang mở rộng hoạt động kinh doanh sang thị trường Châu Âu và Châu Mỹ.
Công ty có hơn 30 nhân viên R&D cấp cao và hơn 350 nhân viên quản lý và phát triển chuyên nghiệp. Nội dung và trình độ công việc về cơ bản tương đương với các công ty phần mềm lớn nhất Nhật Bản như NEC và Fujitsu, và đồng hành khách hàng trong quá trình phát triển.
Với việc mở rộng kinh doanh và tiến sang thị trường Châu Âu và Châu Mỹ, Công ty TNHH SoftRoad Việt Nam được thành lập, trong thời gian tới nghiệp vụ chủ yếu khách hàng tại Nhật Bản, Châu Âu và Hoa Kỳ và các khu vực khác, mục tiêu là thiết lập vị thế của công ty nâng cấp hệ thống AI số 1 thế giới.","Java
Spring
SQL
HTML5
Japanese
COBOL","Multinational working environment
Attractive salary
Top 1 System Reform professional company in Japan
+3
Career development based on your skill and expectation. Have opportunity to become part of our young Leadership team.
Professional and flexible working environment
Multinational working environment, you will have opportunities for overseas assignments at company branches (Japan, China, US)
Competitive salary
Upto 15 months’ salary per year
Monthly KPI Evaluation and Outstanding Employees Bonus","{'Ha Noi': ['14th floor, Richy Tower, No 35 Mac Thai To, Yen Hoa ward, Cau Giay district, Ha Noi., Cau Giay, Ha Noi']}","https://itviec.com/companies/softroad-viet-nam
","SoftRoad Việt Nam
Công ty TNHH Soft Road Việt Nam là công ty chi nhánh 100% vốn của Công ty TNHH SoftRoad, có trụ sở chính tại Tokyo, Nhật Bản.
Công ty TNHH SoftRoad có trụ sở chính được thành lập vào năm 2001. Đây là công ty nâng cấp hệ thống AI chuyên nghiệp lớn nhất tại Nhật Bản. Công nghệ SystemReform, với tốc độ tăng trưởng trung bình hàng năm là 30%.
Khách hàng chiếm hơn 30% trong số 200 công ty hàng đầu của Nhật Bản. Công nghệ hàng đầu thế giới.
Công ty đã vượt qua chỉ số niêm yết trên Topix (tương đương với cổ phiếu China A), và đang mở rộng hoạt động kinh doanh sang thị trường Châu Âu và Châu Mỹ.
Công ty có hơn 30 nhân viên R&D cấp cao và hơn 350 nhân viên quản lý và phát triển chuyên nghiệp. Nội dung và trình độ công việc về cơ bản tương đương với các công ty phần mềm lớn nhất Nhật Bản như NEC và Fujitsu, và đồng hành khách hàng trong quá trình phát triển.
Với việc mở rộng kinh doanh và tiến sang thị trường Châu Âu và Châu Mỹ, Công ty TNHH SoftRoad Việt Nam được thành lập, trong thời gian tới nghiệp vụ chủ yếu khách hàng tại Nhật Bản, Châu Âu và Hoa Kỳ và các khu vực khác, mục tiêu là thiết lập vị thế của công ty nâng cấp hệ thống AI số 1 thế giới.","Môi trường làm việc đa quốc gia
Mức lương hấp dẫn
Công ty chuyên nghiệp cải cách hệ thống hàng đầu tại Nhật Bản tại Nhật Bản
+3
Phát triển nghề nghiệp dựa trên kỹ năng và kỳ vọng của bạn.Có cơ hội trở thành một phần của đội ngũ lãnh đạo trẻ của chúng tôi.
Môi trường làm việc chuyên nghiệp và linh hoạt
Môi trường làm việc đa quốc gia, bạn sẽ có cơ hội cho các nhiệm vụ ở nước ngoài tại các chi nhánh của công ty (Nhật Bản, Trung Quốc, Hoa Kỳ)
Mức lương cạnh tranh
Tối đa 15 tháng, tiền lương mỗi năm
Đánh giá KPI hàng tháng và tiền thưởng nhân viên xuất sắc","Java
Mùa xuân
SQL
HTML5
Nhật Bản
COBOL"
